Level,Attachments (Image),Manufacturer (Image),Pending Changes (Image),Has Been Redlined (Image),Thumbnail,Sequence,Item Number,Item Description,Item Rev,Qty,Min Qty,Max Qty,Optional,Mut Excl,Ref Des,Item Footprint,BOM Notes,For Documentation,Child Action,Technology,Item Lifecycle,Subclass,BOM Description,REACH Compliance,RoHS Compliance,Encryption,REACH Up To Date,Moisture Sensitivity Level (MSL),Special Assembly Instructions,Single Source,Item P2 Notes,Operation Temperature,Manufacture Part Has Redline,Mfr. Name,Mfr Full Name,Mfr Priority Suffix,Mfr. Lifecycle Phase,Conflict Minerals Status,Mfr. Part Number,Mfr. Part Lifecycle Phase,Packaging Type,Preferred Status,Country of Origin (MP),Last Time Buy,Last Time Ship,Weight (Gram),REACH Up To Date.1,REACH Compliance.1,RoHS Compliance.1,Reference Notes
1,TRUE,TRUE,TRUE,FALSE,,0,EIC#NC7SZ125M5-NCN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,TRUE,TRUE,FALSE,FALSE,,0,EIC#TS3USB30E-NCN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,TRUE,TRUE,FALSE,FALSE,,0,EL#0806475MT-NCN,Ind 4.7uH-0806-0A225-20%-0R25-7.96MHZ,MCO006889,1,,,,,L30,INDC2016X180,,,Issue,SMT,Production,Magnetic,,,,No,,‎1 – Unlimited,,,,-40°C to 85°C,False,TAIYOYUDEN,Taiyo Yuden Co Ltd,,Approved,Yes by Product,LB2016T4R7M,EOL,,Inactive,Japan;Philippines,,,0.0199,,20.SVHC_223_17Jan2022,RoHS3 Compliant,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,TAIYOYUDEN,Taiyo Yuden Co Ltd,,Approved,Yes by Product,LSQBA201616T4R7M,Active,T/R 4K,Preferred,Japan;Philippines,,,0.0199,,,,
1,TRUE,TRUE,FALSE,FALSE,,0,EL#POWER-0.33UH-NCN,SPI-0u33-138X129X67-46A-20%-0R0009-5Mhz,MCO002615,1,,,,,L2,INDP1380X1290X670,,,Issue,SMT,Production,Magnetic,,,,No,,,,,,,False,VISHAY,VISHAY SEMICONDUCTOR CORP.,,Approved,Yes by Product,IHLP5050FDERR33M01,Active,,Preferred,Mexico,,,6.0,,16. SVHC_205_16Jan2020,RoHS2,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,ABRACON,Abracon Corporation,,Approved,Yes by Manuf.,ASPI-1367-R33M-T-Z,Active,,Preferred,,,,5.85,,22.SVHC_233_17Jan2023,RoHS3 Compliant,
1,TRUE,TRUE,FALSE,FALSE,,0,ER#0402000FT-NCN,RES-0R-0402-5%-1/16W-1A,MCO007406,153,,,,,"R10,R11,R12,R13,R14,R16,R23,R24,R26,R29,R31,R32,R40,R41,R46,R49,R50,R51,R54,R55,R58,R61,R62,R63,R64,R65,R66,R67,R68,R69,R70,R71,R72,R73,R77,R85,R86,R87,R88,R89,R90,R91,R92,R98,R99,R100,R101,R102,R103,R104,R105,R106,R107,R124,R125,R126,R127,R128,R129,R141,R145,R163,R173,R174,R175,R176,R177,R180,R187,R188,R189,R190,R192,R193,R275,R276,R284,R293,R335,R346,R402,R410,R411,R422,R446,R451,R457,R472,R520,R521,R523,R524,R594,R595,R605,R606,R607,R611,R615,R619,R621,R622,R627,R628,R656,R659,R662,R666,R671,R674,R675,R681,R685,R717,R718,R719,R721,R722,R723,R730,R732,R736,R742,R754,R759,R760,R764,R765,R766,R773,R782,R783,R785,R788,R791,R847,R930,R942,R946,R994,R999,R1001,R1044,R1045,R1047,R1049,R1063,R1064,R1066,R1067,R1070,R1152,R1154",R0402,,,Issue,SMT,Production,Resistor,,,RoHS2 with Exemptions,No,,‎1 – Unlimited,,NO,,-55°C to 125°C,False,BOURNS,"Bourns, Inc",,Approved,Yes by Product,CR0402-J/-000GLF,Active,T&R 10K,Preferred,Taiwan,,,0.000512,,18.SVHC_211_19Jan2021,RoHS3 with Exemptions,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,ASJ,ASJ Pte Ltd,,Disqualified,Unknown,CR10-000-ZK,Inactive,T&R 10K,Inactive,,,,0.00057,,13. SVHC_191_27Jun2018,RoHS3 with Exemptions,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,VISHAY,VISHAY SEMICONDUCTOR CORP.,,Approved,Yes by Product,MCS04020Z0000ZE000,Active,T&R 10K,,Israel,,,0.000562,,17.SVHC_209_25Jun20,RoHS3 with Exemptions,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,VISHAY,VISHAY SEMICONDUCTOR CORP.,,Approved,Yes by Product,CRCW04020000Z0ED,Active,T&R 10K,Preferred,Israel,,,0.000615,,18.SVHC_211_19Jan2021,RoHS3 with Exemptions,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,YAGEO,YAGEO CORPORATION,,Approved,Yes by Product,RC0402JR-070RL,Active,T&R 10K,Preferred,Taiwan,,,0.000597,07/07/2017 00:00:00 IDT,23.SVHC_235_14Jun2023,RoHS3 with Exemptions,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,VENKEL,VENKEL LTD,,Approved,Yes by Manuf.,CR0402-16W-000T,Active,T&R 10K,,Taiwan,,,0.000624,15/01/2018 00:00:00 IST,20.SVHC_223_17Jan2022,RoHS3 with Exemptions,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,YAGEO,YAGEO CORPORATION,,Approved,Yes by Product,RC0402JR-130RL,Active,T&R 50K,,Taiwan,,,0.0,,,RoHS3 with Exemptions,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,SAMSUNG,SAMSUNG ELECTRO MECHANICS CO LTD,,Approved,Not Conflict Free,RC1005J000CS,Active,T&R 10K,,,,,0.0,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,RALEC,RALEC INC,,Approved,Yes by Product,LRE0402-2HR000JTH,Active,T&R 10K,Preferred,,,,0.001011,,24.SVHC_240_23Jan2024,RoHS3 Compliant,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,ROHM,ROHM SEMICONDUCTOR LTD,,Approved,Not Conflict Free,MCR01MZPJ000,Active,T&R 10K,,Thailand,,,0.0007,,17.SVHC_209_25Jun20,RoHS3 with Exemptions,
1,TRUE,TRUE,FALSE,FALSE,,0,ER#0402100KFT-NCN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,ASJ,ASJ Pte Ltd,,Disqualified,Unknown,CR10-1003-FK,Inactive,T&R 10K,Inactive,,,,0.00057,,13. SVHC_191_27Jun2018,RoHS3 with Exemptions,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,YAGEO,YAGEO CORPORATION,,Approved,Yes by Product,RC0402FR-13100KL,Active,T&R 50K,,Taiwan,,,0.0,,24.SVHC_240_23Jan2024,RoHS3 with Exemptions,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,SAMSUNG,SAMSUNG ELECTRO MECHANICS CO LTD,,Approved,Not Conflict Free,RC1005F104CS,Active,,,,,,0.0,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,VENKEL,VENKEL LTD,,Approved,Yes by Manuf.,CR0402-16W-1003FT,Active,T&R 10K,,Taiwan,,,0.000624,15/01/2018 00:00:00 IST,20.SVHC_223_17Jan2022,RoHS3 with Exemptions,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,VIKING,VIKING TECH CORPORATION,,Approved,Yes by Product,CR-02FL7--100K,Active,T&R 5K,Preferred,Taiwan,,,0.00062,,19.SVHC_219_08Jul2021,RoHS3 with Exemptions,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,YAGEO,YAGEO CORPORATION,,Approved,Yes by Product,RC0402FR-07100KL,Active,T&R 10K,Preferred,Taiwan,,,0.000597,07/07/2017 00:00:00 IDT,23.SVHC_235_14Jun2023,RoHS3 with Exemptions,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,RALEC,RALEC INC,,Approved,Yes by Product,RTT021003FTH,Active,T&R 10K,Preferred,,,,0.000573,,23.SVHC_235_14Jun2023,RoHS3 with Exemptions,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,ROHM,ROHM SEMICONDUCTOR LTD,,Approved,Not Conflict Free,MCR01MZPF1003,Active,T&R 10K,,Thailand,,,0.0007,20/06/2016 00:00:00 IDT,17.SVHC_209_25Jun20,RoHS3 with Exemptions,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,TRUE,TRUE,FALSE,FALSE,,0,ER#0402100RFT-NCN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,ASJ,ASJ Pte Ltd,,Disqualified,Unknown,CR10-1000-FK,Inactive,T&R 10K,Inactive,,,,0.00057,,13. SVHC_191_27Jun2018,RoHS3 with Exemptions,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,VISHAY,VISHAY SEMICONDUCTOR CORP.,,Approved,Yes by Product,CRCW0402100RFKED,Active,T&R 10K,Preferred,Israel,,,0.000609,,17.SVHC_209_25Jun20,RoHS3 with Exemptions,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,VENKEL,VENKEL LTD,,Approved,Yes by Manuf.,CR0402-16W-1000FT,Active,T&R 10K,,Taiwan,,,0.000624,15/01/2018 00:00:00 IST,20.SVHC_223_17Jan2022,RoHS3 with Exemptions,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,RALEC,RALEC INC,,Approved,Yes by Product,RTT021000FTH,Active,T&R 10K,Preferred,,,,0.000573,,23.SVHC_235_14Jun2023,RoHS3 with Exemptions,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,ROHM,ROHM SEMICONDUCTOR LTD,,Approved,Not Conflict Free,MCR01MZPF1000,Active,T&R 10K,,Thailand,,,0.0007,20/06/2016 00:00:00 IDT,17.SVHC_209_25Jun20,RoHS3 with Exemptions,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,YAGEO,YAGEO CORPORATION,,Approved,Yes by Product,RC0402FR-13100RL,Active,T&R 50K,,Taiwan,,,0.000597,,23.SVHC_235_14Jun2023,RoHS3 with Exemptions,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,BOURNS,"Bourns, Inc",,Approved,Yes by Product,CR0402-FX-1000GLF,Active,T&R 10K,Preferred,Taiwan,,,0.000514,,17.SVHC_209_25Jun20,RoHS3 with Exemptions,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,YAGEO,YAGEO CORPORATION,,Approved,Yes by Product,RC0402FR-07100RL,Active,T&R 10K,Preferred,Taiwan,,,0.000597,07/07/2017 00:00:00 IDT,23.SVHC_235_14Jun2023,RoHS3 with Exemptions,
1,TRUE,TRUE,FALSE,FALSE,,0,ER#040210K5FT-NCN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,VISHAY,VISHAY SEMICONDUCTOR CORP.,,Approved,Yes by Product,CRCW040210K5FKED,Active,,Preferred,Israel,,,0.000609,,17.SVHC_209_25Jun20,RoHS3 with Exemptions,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,VIKING,VIKING TECH CORPORATION,,Approved,Yes by Product,CR02FL6--10K5,Active,T&R 10K,Preferred,Taiwan,,,0.00062,,19.SVHC_219_08Jul2021,RoHS3 with Exemptions,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,YAGEO,YAGEO CORPORATION,,Approved,Yes by Product,RC0402FR-0710K5L,Active,,Preferred,Taiwan,,,0.000597,,23.SVHC_235_14Jun2023,RoHS3 with Exemptions,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,BOURNS,"Bourns, Inc",,Approved,Yes by Product,CR0402-FX-1052GLF,Active,T&R 10K,Preferred,Taiwan,,,0.000514,,17.SVHC_209_25Jun20,RoHS3 with Exemptions,
1,TRUE,TRUE,FALSE,FALSE,,0,ER#040210KFT-NCN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,ASJ,ASJ Pte Ltd,,Disqualified,Unknown,CR10-1002-FK,Inactive,T&R 10K,Inactive,,,,0.00057,,13. SVHC_191_27Jun2018,RoHS3 with Exemptions,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,YAGEO,YAGEO CORPORATION,,Approved,Yes by Product,RC0402FR-1310KL,Active,T&R 50K,,Taiwan,,,0.0,,24.SVHC_240_23Jan2024,RoHS3 with Exemptions,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,SAMSUNG,SAMSUNG ELECTRO MECHANICS CO LTD,,Approved,Not Conflict Free,RC1005F103CS,Active,T&R 10K,,,,,0.0,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,VISHAY,VISHAY SEMICONDUCTOR CORP.,,Approved,Yes by Product,CRCW040210K0FKED,Active,T&R 10K,Preferred,Israel,,,0.000609,,17.SVHC_209_25Jun20,RoHS3 with Exemptions,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,VENKEL,VENKEL LTD,,Approved,Yes by Manuf.,CR0402-16W-1002FT,Active - Not for Purchasing,T&R 10K,,Taiwan,,,0.000624,15/01/2018 00:00:00 IST,20.SVHC_223_17Jan2022,RoHS3 with Exemptions,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,ROHM,ROHM SEMICONDUCTOR LTD,,Approved,Not Conflict Free,MCR01MZPJ103,Active,T&R 10K,,Thailand,,,0.0007,,17.SVHC_209_25Jun20,RoHS3 with Exemptions,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,ROHM,ROHM SEMICONDUCTOR LTD,,Approved,Not Conflict Free,MCR01MZPF1002,Active,T&R 10K,,Thailand,,,0.0007,20/06/2016 00:00:00 IDT,17.SVHC_209_25Jun20,RoHS3 with Exemptions,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,BOURNS,"Bourns, Inc",,Approved,Yes by Product,CR0402-FX-1002GLF,Active,T&R 10K,Preferred,Taiwan,,,0.000514,,17.SVHC_209_25Jun20,RoHS3 with Exemptions,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,YAGEO,YAGEO CORPORATION,,Approved,Yes by Product,RC0402FR-0710KL,Active,T&R 10K,Preferred,Taiwan,,,0.000597,07/07/2017 00:00:00 IDT,23.SVHC_235_14Jun2023,RoHS3 with Exemptions,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,RALEC,RALEC INC,,Approved,Yes by Product,RTT021002FTH,Active,T&R 10K,Preferred,,,,0.000573,,24.SVHC_240_23Jan2024,RoHS3 with Exemptions,
1,TRUE,TRUE,FALSE,FALSE,,0,ER#040212K4FT-NCN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,VISHAY,VISHAY SEMICONDUCTOR CORP.,,Approved,Yes by Product,CRCW040212K4FKED,Active,,Preferred,Israel,,,0.000609,,17.SVHC_209_25Jun20,RoHS3 with Exemptions,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,VIKING,VIKING TECH CORPORATION,,Approved,Yes by Product,CR02FL6--12K4,Active,T&R 10K,Preferred,Taiwan,,,0.00062,,19.SVHC_219_08Jul2021,RoHS3 with Exemptions,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,YAGEO,YAGEO CORPORATION,,Approved,Yes by Product,RC0402FR-0712K4L,Active,,Preferred,Taiwan,,,0.00059,,23.SVHC_235_14Jun2023,RoHS3 with Exemptions,
1,TRUE,TRUE,FALSE,FALSE,,0,ER#040212K7FT-NCN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,RCD,RCDCOMPONENTS INC,,Approved,Yes by Manuf.,MC0402-1272-FTW,Active,T&R 10K,,,,,0.001555,,20.SVHC_223_17Jan2022,RoHS3 Compliant,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,BOURNS,"Bourns, Inc",,Approved,Yes by Product,CR0402-FX-1272GLF,Active,,,Taiwan,,,0.000514,,17.SVHC_209_25Jun20,RoHS3 with Exemptions,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,YAGEO,YAGEO CORPORATION,,Approved,Yes by Product,RC0402FR-0712K7L,Active,,Preferred,Taiwan,,,0.000597,,23.SVHC_235_14Jun2023,RoHS3 with Exemptions,
1,TRUE,TRUE,FALSE,FALSE,,0,ER#040214K7FT-NCN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,VIKING,VIKING TECH CORPORATION,,Approved,Yes by Product,CR02FL7--14K7,Active,T&R 5K,Preferred,Taiwan,,,0.00062,,19.SVHC_219_08Jul2021,RoHS3 with Exemptions,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,YAGEO,YAGEO CORPORATION,,Approved,Yes by Product,RC0402FR-0714K7L,Active,,Preferred,Taiwan,,,0.00059,,23.SVHC_235_14Jun2023,RoHS3 with Exemptions,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,BOURNS,"Bourns, Inc",,Approved,Yes by Product,CR0402-FX-1472GLF,Active,,Preferred,Taiwan,,,0.000514,,17.SVHC_209_25Jun20,RoHS3 with Exemptions,
1,TRUE,TRUE,FALSE,FALSE,,0,ER#0402150RFT-NCN,RES-150R-0402-1%-1/16W,MCO007406,8,,,,,"R306,R323,R327,R344,R356,R371,R384,R401",R0402,,,Issue,SMT,Production,Resistor,,,,No,,‎1 – Unlimited,,,,-55°C to 125°C,False,VISHAY,VISHAY SEMICONDUCTOR CORP.,,Approved,Yes by Product,CRCW0402150RFKED,Active,T&R 10K,,Israel,,,0.0,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,ROHM,ROHM SEMICONDUCTOR LTD,,Approved,Not Conflict Free,MCR01MZPF1500,Active,T&R 10K,,Thailand,,,0.0007,,17.SVHC_209_25Jun20,RoHS3 with Exemptions,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,VISHAY,VISHAY SEMICONDUCTOR CORP.,,Approved,Yes by Product,MCS04020C1500FE000,Active,T&R 10K,,Israel,,,0.000562,,17.SVHC_209_25Jun20,RoHS3 with Exemptions,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,ASJ,ASJ Pte Ltd,,Disqualified,Unknown,CR10-1500-FK,Inactive,T&R 10K,Inactive,,,,0.00057,,13. SVHC_191_27Jun2018,RoHS3 with Exemptions,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,VENKEL,VENKEL LTD,,Approved,Yes by Manuf.,CR0402-16W-1500FT,Active,T&R 10K,,Taiwan,,,0.000624,,20.SVHC_223_17Jan2022,RoHS3 with Exemptions,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,YAGEO,YAGEO CORPORATION,,Approved,Yes by Product,RC0402FR-07150RL,Active,T&R 10K,Preferred,Taiwan,,,0.000597,,23.SVHC_235_14Jun2023,RoHS3 with Exemptions,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,BOURNS,"Bourns, Inc",,Approved,Yes by Product,CR0402-FX-1500GLF,Active,T&R 10K,,Taiwan,,,0.000512,,17.SVHC_209_25Jun20,RoHS3 with Exemptions,
1,TRUE,TRUE,FALSE,FALSE,,0,ER#0402180RFT-NCN,RES-180R-0402-1%-1/16W,MCO002586,8,,,,,"R299,R334,R418,R480,R824,R852,R890,R979",R0402,,,Issue,SMT,Production,Resistor,,,,No,,‎1 – Unlimited,,,,0°C to 85°C,False,VIKING,VIKING TECH CORPORATION,,Approved,Yes by Product,CR02FT1800,Active,,Preferred,Taiwan,,,0.00062,,19.SVHC_219_08Jul2021,RoHS3 with Exemptions,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,YAGEO,YAGEO CORPORATION,,Approved,Yes by Product,RC0402FR-07180RL,Active,,Preferred,Taiwan,,,0.000597,,23.SVHC_235_14Jun2023,RoHS3 with Exemptions,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,RCD,RCDCOMPONENTS INC,,Approved,Yes by Manuf.,MC0402-1800-FTW,Active,T&R 10K,Preferred,,,,0.001555,,20.SVHC_223_17Jan2022,RoHS3 Compliant,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,BOURNS,"Bourns, Inc",,Approved,Yes by Product,CR0402-FX-1800GLF,Active,,Preferred,Taiwan,,,0.000514,,17.SVHC_209_25Jun20,RoHS3 with Exemptions,
1,TRUE,TRUE,FALSE,FALSE,,0,ER#04021KBT-NCN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,VISHAY,VISHAY SEMICONDUCTOR CORP.,,Approved,Yes by Product,TNPW04021K00BEED‎‏,Active,T&R 10K,Preferred,Germany,,,0.000559,,17.SVHC_209_25Jun20,RoHS3 Compliant,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,RALEC,RALEC INC,,Approved,Yes by Product,RTT021001BTH,Inactive,T&R 10K,Inactive,,,,0.0,,15. SVHC_201_21Jul19,RoHS3 Compliant,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,RALEC,RALEC INC,,Approved,Yes by Product,RTR021001BTH,Active,T&R 10K,Preferred,,,,0.00054,,,RoHS3 with Exemptions,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,YAGEO,YAGEO CORPORATION,,Approved,Yes by Product,RT0402BRE071KL,Active,T&R 10K,Preferred,Taiwan,,,0.000564,,23.SVHC_235_14Jun2023,RoHS3 with Exemptions,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,VIKING,VIKING TECH CORPORATION,,Approved,Yes by Product,AR02BTC1001,Active,T&R 10K,,Taiwan,,,0.00054,,19.SVHC_219_08Jul2021,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,VIKING,VIKING TECH CORPORATION,,Approved,Yes by Product,AR02BTD1001,Active,T&R 10K,Preferred,Taiwan,,,0.00054,15/06/2015 00:00:00 IDT,19.SVHC_219_08Jul2021,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,PANASONIC,Panasonic Industrial Company,,Approved,Yes by Product,ERA-2AEB102X,Active,T&R 10K,,Japan,,,0.000581,12/01/2017 00:00:00 IST,19.SVHC_219_08Jul2021,RoHS3 with Exemptions,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,YAGEO,YAGEO CORPORATION,,Approved,Yes by Product,RT0402BRD071KL‎‏,Active,T&R 10K,,Taiwan,,,0.000564,,23.SVHC_235_14Jun2023,RoHS3 with Exemptions,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,TRUE,TRUE,FALSE,FALSE,,0,ER#04021KFT-NCN,RES-1K-0402-1%-1/16W,MCO007406,89,,,,,"R15,R116,R120,R133,R138,R139,R147,R218,R228,R242,R255,R279,R283,R285,R286,R292,R307,R312,R318,R321,R375,R376,R379,R381,R382,R397,R447,R449,R461,R465,R487,R498,R507,R513,R539,R546,R553,R568,R575,R588,R597,R600,R608,R646,R678,R695,R696,R697,R734,R737,R797,R805,R812,R821,R822,R823,R836,R846,R865,R866,R874,R881,R902,R909,R915,R923,R927,R955,R956,R957,R959,R960,R972,R984,R993,R1018,R1025,R1057,R1073,R1080,R1087,R1094,R1101,R1108,R1138,R1142,R1145,R1149,R1153",R0402,,,Issue,SMT,Production,Resistor,,,RoHS2 with Exemptions,No,,‎1 – Unlimited,,NO,,-55°C to 125°C,False,VISHAY,VISHAY SEMICONDUCTOR CORP.,,Approved,Yes by Product,CRCW04021K00FKED,Active,T&R 10K,,Israel,,,0.0,,,,
